page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,embedding
1.0,"Вы начинаете работу с Системой GreenData, которая содержит передовой функционал автоматизации и способна преобразить работу любого бизнеса.Благодаря передовым инструментам автоматизации Вы сможете:",197,22,49.25,"[ 3.22012901e-02 -1.44123971e-01 -1.56841502e-02 -2.19406188e-01
 -1.55544475e-01 -5.22337817e-02 -6.42298311e-02 -1.44045785e-01
 -1.05000120e-02  1.36650994e-01 -4.90791351e-02  2.77127594e-01
 -1.46967657e-02 -1.69944882e-01 -2.58773230e-02  1.50483191e-01
 -1.20285042e-01  1.32499963e-01 -2.08122402e-01 -1.74882427e-01
 -1.68633565e-01 -2.24671245e-01 -1.20938532e-02 -7.33408928e-02
  6.23730347e-02  2.54475832e-01 -1.64947417e-02  6.78382739e-02
  1.08602718e-01 -2.92400241e-01  3.90419029e-02  5.17889634e-02
  1.08180240e-01  1.52490363e-01 -1.97250679e-01  2.47387931e-01
 -2.79522061e-01  2.41465285e-01 -9.07439291e-02 -2.98383623e-01
 -8.23060051e-03 -1.36959106e-01 -2.46490818e-02  2.91956738e-02
  6.15585819e-02 -1.09802380e-01 -8.92918780e-02 -2.72192508e-02
  6.44351467e-02 -2.81223178e-01 -1.02912255e-01 -4.13897514e-01
  1.61508508e-02 -9.74154323e-02  2.17134535e-01  1.37625590e-01
  2.98763454e-01  4.69530784e-02 -5.81593439e-02  3.11030224e-02
  2.00315118e-01 -3.47813845e-01 -3.11283469e-02  1.66861936e-01
  1.99969485e-03  6.91163689e-02  1.51102804e-02 -3.06460708e-02
 -2.38346115e-01  8.75670314e-02 -1.43578246e-01 -3.01371366e-01
 -1.53594911e-01  6.31596893e-03  3.47567797e-02  7.24771246e-03
 -4.71597016e-02 -1.19891346e-01  2.49984592e-01  1.67822346e-01
  2.24273920e-01  1.48418471e-01 -7.33535588e-02  2.77255028e-01
 -1.21638387e-01  3.02159667e-01  3.79611030e-02 -1.20161779e-01
  2.15951011e-01  5.35938740e-02 -7.13613331e-02  3.82013991e-03
  1.29452750e-01 -3.13549101e-01 -1.48661956e-02 -1.10169046e-01
 -1.94698330e-02 -1.47013396e-01  2.81980842e-01  1.77675992e-01
 -8.01300034e-02  6.36489317e-03 -3.99630517e-04 -3.91175210e-01
 -2.91870609e-02 -6.34398013e-02  7.90808722e-02 -1.32796422e-01
  2.62723677e-03  2.55264342e-04  6.85368329e-02  1.44302517e-01
 -9.17546526e-02 -1.55600548e-01 -9.92308408e-02  1.84261888e-01
 -2.73962319e-01 -3.27392966e-02  7.95452446e-02  1.62945256e-01
  1.14023596e-01  1.04739912e-01  1.23343125e-01 -9.30201262e-02
  2.00233847e-01 -3.28056902e-01 -8.09291080e-02  1.68167055e-02
 -9.44888219e-02 -1.82054956e-02  8.30479562e-02  8.80853459e-02
  1.84207737e-01 -7.34040588e-02  2.34891549e-02 -8.40519667e-02
 -2.01565363e-02 -5.18725961e-02 -6.36545271e-02  3.43826771e-01
 -7.66910538e-02  4.04410720e-01  2.27090105e-01  1.52384236e-01
  1.01671264e-01  9.98183414e-02 -3.55667435e-02 -2.08169580e-01
  6.73739538e-02 -2.36995712e-01 -8.76218081e-02  5.76885566e-02
  2.42308646e-01 -8.93278494e-02 -3.18721682e-03  1.62954018e-01
  3.35617989e-01 -3.73073854e-02  1.25949621e-01 -1.45689160e-01
 -1.75577462e-01 -3.86096351e-02 -1.29166216e-01 -1.91744447e-01
 -7.84812570e-02 -9.64320004e-02  1.01140514e-01  2.27194563e-01
 -1.41526520e-01  7.68654123e-02 -7.41131604e-03 -2.34004840e-01
  3.22555155e-02 -1.51762187e-01  1.78668387e-02  2.38513604e-01
  6.99275881e-02  1.59645677e-01  5.63608482e-02 -1.09068714e-02
  3.86719972e-01 -8.10420066e-02  5.61906025e-04 -8.74297470e-02
 -1.30013958e-01 -1.26511663e-01  2.48541728e-01  1.80303395e-01
 -1.53796062e-01  1.52012274e-01 -1.41335934e-01  1.23109229e-01
  7.78479502e-02 -5.08499965e-02 -1.01650015e-01 -3.47295329e-02
  2.30216086e-01 -3.14521752e-02  7.94140995e-02  2.62469277e-02
 -3.50486994e-01  2.38189071e-01 -1.60134226e-01  5.07616475e-02
 -2.13540077e-01  1.92019284e-01 -3.13644707e-01  4.00687531e-02
  7.44830072e-02  1.71701327e-01 -1.26609847e-01  1.52794957e-01
  5.02779335e-03  1.41817123e-01 -2.20054425e-02  1.58259764e-01
 -4.30040479e-01 -5.40187955e-03 -2.12878048e-01 -6.23748787e-02
 -3.73641215e-02  8.37967098e-02 -4.51921001e-02 -2.56622434e-01
 -3.88868093e-01 -1.37385905e-01 -3.73301245e-02  9.33985338e-02
 -5.87038025e-02 -3.35461274e-02  6.08779490e-04 -1.04123414e-01
  3.85664031e-02  2.59322047e-01 -2.77718082e-02  1.66416205e-02
  8.59025568e-02 -1.27074406e-01 -1.62736475e-01  3.60596851e-02
  1.58742338e-01 -7.07438588e-03 -1.13619328e-01  2.91398279e-02
  1.45873308e-01  3.64034265e-01 -1.68866217e-02  1.56715438e-02
 -8.42964128e-02  2.56215781e-01 -3.39470297e-01  5.08198440e-02
  8.53638723e-03  5.79147488e-02 -3.20116803e-03 -8.10176730e-02
 -1.82340503e-01  1.75072953e-01 -7.93268085e-02  9.90263373e-02
 -7.46219009e-02 -2.76315272e-01  1.76574528e-01  1.28774717e-03
  8.18280429e-02 -8.93421099e-02 -1.83709294e-01  1.60370052e-01
  2.09080838e-02 -2.77662784e-01 -2.26301372e-01  4.28000093e-02
  1.39517486e-01 -2.25110263e-01  1.95827022e-01 -7.51680657e-02
  1.91793069e-02 -1.79224223e-01  4.45861071e-02  2.52912641e-01
  2.09426686e-01  9.11211967e-03 -4.24376838e-02 -2.60473397e-02
 -6.77889884e-02 -3.39591727e-02  3.34268808e-01  2.69562960e-01
  1.67355463e-02 -1.56312026e-02  5.54922037e-02  9.06766057e-02
 -2.97288038e-02 -2.33093962e-01 -3.61445248e-02  4.13431376e-01
  1.86473429e-01  8.86967778e-03 -1.74604490e-01 -3.31158414e-02
 -5.44005446e-02  8.43452811e-02 -2.44010895e-01 -1.23231798e-01
 -4.92127016e-02 -2.12375998e-01  1.22123376e-01 -1.20400593e-01
 -4.85706106e-02 -2.10228279e-01 -1.76159814e-02  6.46562688e-03
  1.28981441e-01  2.19545007e-01 -9.55927894e-02 -7.11989626e-02
 -1.12824902e-01  1.91205531e-01 -6.33857846e-02 -1.73228055e-01
  1.90375626e-01 -9.90282372e-02  1.16466433e-01  1.19915884e-03
 -8.21073353e-03 -8.61184597e-02  1.13206618e-02  5.20748645e-02
 -6.09648898e-02 -1.96231231e-01 -1.37327477e-01  1.66630838e-04
  4.67298590e-02  1.29512817e-01  2.07211196e-01  2.37966105e-01
 -1.08728722e-01  2.14679748e-01 -9.12068337e-02  8.61709341e-02
  3.65556061e-01  9.43540335e-02 -2.86961943e-01  6.68179095e-02
 -6.57819882e-02  4.00376432e-02 -3.19294371e-02  4.59045827e-01
  1.00463629e-01 -3.50309722e-02  8.19456577e-02 -2.58814339e-02
  6.62786961e-02  9.62456502e-03  6.01120964e-02  4.94348370e-02
 -1.86203912e-01 -7.77185932e-02 -3.35450500e-01 -4.53932025e-02
  6.38660789e-02 -8.80752131e-03 -3.16018492e-01  1.44780546e-01
 -9.30257663e-02 -2.23999470e-03 -2.46094301e-01 -9.79107469e-02
  9.78809595e-02  1.31528124e-01  1.01965308e-01  1.87037989e-01
 -3.88538539e-02  2.46198207e-01  2.38106728e-01  4.16650176e-02
  1.58046693e-01 -1.90638900e-01  2.79112682e-02  3.78918014e-02
 -3.01731378e-01  2.49750510e-01  3.23979318e-01 -6.48095459e-03]"
13.0,"Постепенно Вы научитесь эффективно применять весь инструментарий платформы GreenData, а сейчас ознакомьтесь с предназначением основных модулей.",143,16,35.75,"[ 2.26459116e-01 -1.64134279e-01 -3.42093185e-02 -2.66845673e-01
 -1.43280640e-01  6.37026429e-02 -2.21071362e-01 -2.74903327e-02
 -8.35288316e-02  6.67849034e-02 -6.72207922e-02  9.17453095e-02
 -2.28242949e-02 -8.24529678e-04  4.73607183e-02  3.74431834e-02
 -6.48489781e-03  9.03182700e-02 -5.22075109e-02 -1.11387618e-01
 -1.31222785e-01 -1.66790977e-01  7.62917548e-02  3.04777808e-02
 -8.04625079e-02  2.12348238e-01  1.02987513e-04  4.14503440e-02
  2.92836547e-01 -3.21855962e-01 -2.39081383e-02  2.02718288e-01
  5.37385792e-02 -2.03335527e-02 -3.47961366e-01  2.38709942e-01
 -2.91851968e-01  1.00983441e-01 -3.63634855e-01 -2.02856153e-01
 -1.68828778e-02  4.10673879e-02  2.92260777e-02  1.26543462e-01
  2.27045305e-02 -1.91125780e-01 -9.51367840e-02 -1.15114138e-01
  1.18799441e-01 -2.45148957e-01 -1.27987459e-01 -4.53354448e-01
  5.41461855e-02  2.18844116e-02  1.94199935e-01  6.65923804e-02
  1.34948984e-01  3.86334322e-02 -1.10133626e-01  1.32656664e-01
  4.76081260e-02 -3.20239365e-01 -5.49202114e-02  1.59377709e-01
 -1.43700525e-01  1.91546053e-01  2.22270384e-01  1.16143718e-01
 -7.02045783e-02  1.00570902e-01 -3.31252903e-01 -2.41934150e-01
 -2.41782777e-02  1.83820873e-02  4.15841639e-02  5.57328202e-02
  5.54909706e-02 -1.64279208e-01  2.34767377e-01  8.48047286e-02
  3.34768206e-01  1.26113489e-01 -3.65808606e-02  1.66831568e-01
  2.10206360e-01  2.95105636e-01 -1.00925513e-01  1.56478174e-02
 -9.08447057e-02 -1.04231432e-01 -2.92576924e-02 -3.52524184e-02
  5.34243733e-02 -1.40038624e-01 -4.60491814e-02  8.66322778e-03
  2.09899489e-02 -2.48103574e-01  1.46908209e-01  1.86561897e-01
 -1.21289782e-01 -1.73688158e-01 -8.87718797e-02 -2.03214422e-01
  3.56676318e-02 -1.05716377e-01  1.09300334e-02 -2.66181827e-02
  1.75829791e-03 -1.12184152e-01  1.30333364e-01 -2.03701109e-02
 -2.94547081e-02 -1.62483722e-01 -6.29917979e-02  6.75931945e-02
 -2.88128167e-01 -4.69162241e-02  2.01436207e-01  5.24877012e-02
 -6.03935122e-02 -1.00600563e-01  1.74531698e-01  3.94646116e-02
  3.37905765e-01 -3.06108624e-01  3.86603922e-03 -1.09325781e-01
 -1.53960213e-02  7.32693896e-02  1.39802918e-01  8.29589739e-03
  1.12853296e-01 -4.75219823e-03 -1.75796561e-02 -4.35666144e-02
 -5.09916712e-03 -1.26070648e-01 -7.43005723e-02  3.43178123e-01
 -1.12204961e-01  4.42343891e-01  3.74653280e-01  1.32297352e-01
  1.20443359e-01  1.61813289e-01 -1.29009545e-01 -2.09867090e-01
  9.89146382e-02 -1.33493617e-01  6.33116588e-02 -7.67401978e-02
  3.74492973e-01 -6.40243739e-02  3.78893539e-02  1.90787748e-01
  1.52198374e-01 -1.05515599e-01  8.45106244e-02 -3.48252535e-01
 -2.08211884e-01 -3.72584490e-03 -6.41872510e-02 -1.40465610e-02
 -2.77899772e-01 -6.56827465e-02  9.07351375e-02  7.10433200e-02
 -1.42316848e-01 -5.12660630e-02 -4.60519791e-02 -2.35256463e-01
  1.22223608e-01 -7.07276911e-02  4.15756889e-02  2.08783075e-01
  3.58522162e-02  8.73838887e-02  4.29188535e-02  2.64520124e-02
  1.69160232e-01  3.18189897e-02  1.12397149e-01  1.28233638e-02
 -2.33589798e-01 -6.14721030e-02  2.42124513e-01  1.46360993e-01
 -1.77838683e-01  7.10671619e-02 -1.82212681e-01 -1.32562280e-01
  4.84970212e-02  9.94017944e-02 -2.33104527e-01 -2.54526466e-01
  7.81861618e-02 -9.40774083e-02 -1.99723437e-01 -6.32404834e-02
 -2.61036307e-01  2.35954463e-01 -3.98339443e-02  1.65715531e-01
 -2.75141478e-01  8.73212814e-02 -1.60980582e-01  2.48118881e-02
 -9.34417993e-02  2.45159581e-01 -1.95954010e-01  3.17454398e-01
  2.26200342e-01  2.09836271e-02  1.67999379e-02  7.40582123e-02
 -2.75825202e-01  5.19640073e-02 -3.28554481e-01  1.34489194e-01
  1.38973027e-01 -9.03614089e-02  4.47393730e-02 -2.80983597e-01
 -1.77560464e-01  5.92594668e-02 -3.72399613e-02  1.84871435e-01
 -4.19684425e-02  9.29615647e-02 -4.47285101e-02 -1.53391272e-01
  5.48840351e-02  2.32995108e-01  4.59137559e-02  1.67282633e-02
  2.12882921e-01 -2.65980978e-02 -1.01900250e-01  2.18522325e-02
 -1.21387623e-01 -6.67987019e-03  7.69379288e-02 -6.22452386e-02
  1.57166317e-01  2.79891700e-01 -3.21886167e-02 -1.31431982e-01
  2.39815600e-02  1.56894743e-01 -6.11989535e-02  1.10565893e-01
  4.70177308e-02 -1.69556495e-02 -2.15080827e-02 -8.47049356e-02
 -2.31127039e-01 -7.42660612e-02 -4.34053689e-02  2.95350969e-01
  8.85970742e-02 -1.59850031e-01 -8.49100798e-02  3.32083583e-01
 -6.37678653e-02 -1.76875927e-02 -2.59552926e-01  1.35663807e-01
 -1.32776856e-01 -2.58590490e-01 -1.23046100e-01  7.47903436e-02
  5.77933826e-02 -5.56637831e-02  1.16448686e-01 -9.88986418e-02
  3.07145678e-02 -9.68992561e-02  1.09607570e-01  1.11151680e-01
  1.75052851e-01  9.01847333e-02  1.16439745e-01 -5.29287383e-02
  1.09700747e-02 -3.68764699e-02  1.45542890e-01  6.13640472e-02
  8.41189697e-02  1.35090463e-02  4.20323908e-02  2.10471749e-01
 -2.27229193e-01 -7.75937513e-02 -1.90273777e-01  2.57558793e-01
  2.23808825e-01 -3.56762111e-02 -1.12023517e-01 -4.75999787e-02
  2.04869267e-02  1.27159059e-01 -2.14555830e-01 -2.39662141e-01
  8.93247575e-02 -2.55411863e-01  1.10685244e-01 -1.68496311e-01
  1.92734599e-01  4.20000590e-03  1.03037007e-01  4.62694466e-02
  5.20569421e-02  1.69893473e-01 -2.93877814e-03 -1.41539071e-02
 -2.94486340e-02  5.99637479e-02  2.76078098e-02 -1.77412674e-01
  1.60897728e-02  9.89539176e-02 -1.63872033e-01 -1.75403118e-01
  4.67367470e-03  3.69540825e-02 -8.12411681e-02  2.73489952e-03
 -1.35774255e-01 -1.38413638e-01  1.20374694e-01  4.54978794e-02
  1.04398832e-01  3.26259322e-02  2.22953171e-01  3.24954540e-01
  1.44879017e-02  1.52199775e-01 -8.71068016e-02  7.31318817e-02
  2.24896878e-01  1.91906795e-01 -1.09594189e-01 -1.05656914e-01
 -1.19497284e-01 -3.41006778e-02  6.98031336e-02  4.91372555e-01
  1.42346442e-01  7.99056888e-03 -1.02452017e-01 -1.04944661e-01
 -1.12173826e-01 -4.10432145e-02  2.59635389e-01  1.21108294e-01
 -2.23971456e-01 -1.65766194e-01 -9.51623842e-02  4.40477692e-02
 -9.16613638e-02 -1.22294918e-01 -2.03022331e-01  1.28743589e-01
 -3.88851538e-02 -8.02504793e-02  4.95378859e-02 -4.04168628e-02
  1.27221867e-02  3.14783216e-01 -3.47414687e-02  7.52984881e-02
 -1.06006771e-01  2.39176869e-01  1.18130498e-01  1.15128264e-01
 -3.59451547e-02 -2.42071792e-01  5.59932888e-02 -1.98312625e-02
 -3.08886081e-01  2.12812647e-01  1.28531650e-01  9.89402011e-02]"
18.0,"Модуль ""Модель данных"" позволяет организовать структуры для хранения и последующей обработки данных.В дальнейшем модель данных станет базой для модели бизнес-процессов.",168,20,42.0,"[-0.17881122  0.11829569 -0.4149923  -0.27928072 -0.00804625 -0.14567277
 -0.13345598 -0.19408806 -0.24363054  0.18410873  0.09552997  0.09721852
  0.3706785  -0.1947524  -0.05774248 -0.18941891 -0.03560464 -0.05885165
 -0.09584083 -0.11328537 -0.12662119 -0.17642127 -0.15066572 -0.22368301
 -0.08568744  0.14060627  0.00773062 -0.22582087  0.03381489 -0.17157078
  0.19870749  0.18903208  0.2514777   0.11206844 -0.0644912   0.13530885
 -0.04644355 -0.05784718 -0.12111654  0.13433643  0.02299859  0.16011415
 -0.00982307  0.01744064 -0.06150557 -0.15482102 -0.16822046 -0.05324097
 -0.08797871 -0.09829367 -0.17486879 -0.23015141 -0.02651682  0.06054153
 -0.14182976  0.43037856  0.24160238 -0.17234083 -0.30588073 -0.30520183
  0.08790629 -0.14835249  0.11281264  0.08924612  0.13358524  0.26452425
  0.01912807  0.2755935   0.15633647 -0.21305628 -0.29370797  0.03595323
 -0.36929387 -0.10004729 -0.2120855  -0.02426059  0.03119666 -0.07170451
  0.33325183  0.04473368  0.01975354  0.17157896  0.05741816  0.01171688
 -0.16851535  0.12736557 -0.13989466 -0.21005508 -0.18663296 -0.05232331
  0.09516416  0.24055243 -0.24053419  0.10609351 -0.37382612 -0.03714171
 -0.09776778  0.03895831  0.4211035   0.2668175  -0.08882398 -0.00522367
  0.0492668  -0.18388326  0.16535021 -0.14062905 -0.0997585  -0.04693927
 -0.11387462  0.00264175  0.07874096  0.2150954  -0.16590637 -0.06264945
  0.0688311   0.16101672 -0.26989254  0.03530033  0.03850653  0.00807846
  0.14108384  0.1229041  -0.03785785  0.04792993  0.36350763 -0.16575396
 -0.11179771 -0.1809153  -0.10730135 -0.2533429   0.08119058 -0.05229289
  0.15693954  0.07517804  0.0567594  -0.10289107 -0.18228136 -0.12749197
 -0.16799426  0.2547792   0.03831779  0.30723938  0.30319124 -0.09662946
 -0.03801674  0.38442522  0.08538999 -0.31968972 -0.16892388 -0.10076514
  0.14188412 -0.11954168  0.13158618  0.01933172  0.09393655 -0.01390345
  0.00167779 -0.00140971 -0.06871906 -0.09954561 -0.25867623  0.20004626
 -0.19765556  0.04860758 -0.2934597  -0.01951691  0.02663494  0.09879275
  0.3065311  -0.02009558  0.25440246 -0.14833234 -0.30548143 -0.3043412
  0.23967874  0.13498668 -0.05541093 -0.17993808  0.28091526 -0.23649204
  0.24944977  0.00803869  0.10573208 -0.06196971 -0.13360384 -0.3190472
  0.09636311  0.09776454 -0.05435012  0.05965266 -0.12163679  0.3616844
  0.23660646 -0.17676902 -0.07326758 -0.29007956  0.41935363  0.21643098
  0.00193975 -0.24326047  0.00453708  0.16266623 -0.21872792 -0.03649303
 -0.02146878  0.03977039 -0.07338548  0.31211308 -0.06681103  0.09525528
 -0.3186913   0.14098245 -0.19954187  0.11192878  0.10309932 -0.12169598
 -0.02161182 -0.15833117 -0.0543378  -0.04574816  0.07443973 -0.01919759
  0.01357314 -0.12377478 -0.11990054  0.21525225 -0.01454867  0.03123724
  0.15153769 -0.13937904  0.00800709 -0.14281575 -0.12900141  0.02242246
 -0.17206803 -0.13476807 -0.003882   -0.04734611 -0.11151405 -0.07358672
  0.19978589 -0.31337076 -0.04177901 -0.14880975 -0.16000456  0.18526432
 -0.18950513 -0.03676875  0.19285329 -0.00554656 -0.314252   -0.17265661
  0.26877257  0.03080657 -0.17000777 -0.29791582 -0.02709762  0.11937597
 -0.05792665 -0.02695377  0.38180125 -0.01079193  0.38091636  0.24258476
 -0.08243211 -0.12153862 -0.17953166  0.03391749  0.05977168 -0.02480824
  0.05625723  0.26806384  0.1061752   0.06205363 -0.00093511  0.09849282
  0.09516525 -0.24933848  0.06491274  0.13810606  0.02414532  0.02560898
 -0.1548083  -0.00241326 -0.00744192 -0.22804895  0.22634368  0.09915392
 -0.23213214  0.08788697  0.04624154 -0.15311506 -0.40439013 -0.08181055
  0.14666024 -0.21047579  0.2134408   0.12419169 -0.01500904 -0.3442843
 -0.25847816 -0.09460395  0.01062923  0.15555772 -0.07108166 -0.12418731
  0.10954751  0.17557555  0.10728036 -0.03141154 -0.00263199 -0.23557545
 -0.06299809 -0.12918891 -0.08996391 -0.24753733 -0.18809159  0.3130023
 -0.13943179 -0.10419922 -0.05978867  0.03355072  0.2121823  -0.00320096
  0.03815711  0.04900856  0.04442165  0.27175298  0.23285584  0.0325337
  0.03037071 -0.02540677  0.04624331  0.09961433 -0.05415266  0.21445958
  0.06498349  0.13429469 -0.14275534 -0.00340897  0.4074509   0.15460515
 -0.3165108   0.16269565  0.12827203  0.05392001  0.11862341  0.5119179
  0.19513334 -0.13351554  0.29735518  0.13857414  0.19074287  0.04987106
  0.23083742 -0.21713574  0.10116346  0.06555361 -0.15536705  0.12187843
  0.14814779  0.05943382  0.02518874  0.11063109  0.03635215 -0.26042086
  0.00058266  0.03980979  0.3736344   0.1957046  -0.09758519 -0.05946767
  0.17517982  0.3266123   0.1121017   0.10405634  0.1639968  -0.01248695
  0.3991847   0.14250176 -0.29398093  0.0452665   0.07261337 -0.18941665]"
